date,headline,ticker,source,sentiment_label,compound
2026-09-18 14:18:59,"Microsoft vs. Alphabet: One AI Stock Gets an Upgrade, but the Sidelines Call for the Other, Says Top Investor - TipRanks",GOOGL,Google RSS,positive,0.9284111857414246
2026-09-20 11:52:27,Alphabet stock gains on strong July 22 earnings - AD HOC NEWS,GOOGL,Google RSS,neutral,0.0
2026-09-16 12:54:12,Amazon stock outlook: Is AMZN a buy heading into next quarter? - Investing.com,AMZN,Google RSS,neutral,0.0
2026-09-20 21:51:11,"Amazon (AMZN)’s Debut Sterling Bond Sale Prices Bigger, But Demand Cools from Alphabet’s",AMZN,Yahoo RSS,positive,0.5121017098426819
2026-09-18 14:18:59,"Microsoft vs. Alphabet: One AI Stock Gets an Upgrade, but the Sidelines Call for the Other, Says Top Investor - TipRanks",MSFT,Google RSS,positive,0.9284111857414246
2026-09-20 14:15:18,"Microsoft: Strong AI Story, But Why Is the Stock Struggling? - Moomoo",MSFT,Google RSS,negative,-0.8276148438453674
2026-09-17 11:59:53,Nokia stock jumps as Microsoft AI data partnership expands - qz.com,MSFT,Google RSS,neutral,0.0
2026-09-18 13:51:00,SpaceX Stock Is on a Good Run While Retail Investors Are Selling. What Gives? - Barron's,TSLA,Google RSS,neutral,0.0
2026-09-17 12:25:26,"With a Strong Product Pipeline, Tesla Stock Is Positioned for Growth Acceleration - Barchart.com",TSLA,Google RSS,positive,0.6135982275009155
2026-09-18 09:38:02,"Tesla stock fell after its last 4 delivery reports, even a big beat. Here's what history says to expect in October",TSLA,Bing RSS,negative,-0.8810115456581116
2026-09-18 14:35:01,Meta Stock Surges as It Unveils New Personal AI Agent - Barchart.com,META,Google RSS,positive,0.6268895268440247
2026-09-18 19:10:30,"Catalyst Watch: Trump-Xi in DC, Meta Connect, and McDonald's Investor Day (SPY:NYSEARCA) - Seeking Alpha",META,Google RSS,neutral,0.0
2026-09-20 15:20:00,The Caterpillar Correction Shouldn't Last Much Longer,META,Yahoo RSS,neutral,0.0
2026-09-20 09:59:23,Netflix stock falls after Wells Fargo downgrade despite solid Q2 growth - AD HOC NEWS,NFLX,Google RSS,negative,-0.9337878823280334
2026-09-20 21:51:11,"Amazon (AMZN)’s Debut Sterling Bond Sale Prices Bigger, But Demand Cools from Alphabet’s",GOOGL,Yahoo Global,positive,0.5121017098426819
2026-09-15 15:56:47,Analysts revise Microsoft stock price target - finbold.com,MSFT,Google RSS,neutral,0.0
2026-09-17 15:09:00,Looking for a Good Deal on an AI Stock? This Leading Chipmaker Is Cheaper Than Broadcom and AMD. - The Motley Fool,NVDA,Google RSS,neutral,0.0
